director_name,movie_title,movie_imdb_link,title_year,imdb_score
Peter Hewitt,Zoom,https://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,2006,4.2
Robert Zemeckis,The Walk,https://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,2015,7.4
Ronny Yu,Warriors of Virtue,https://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,1997,4.6
Ridley Scott,A Good Year,https://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,2006,6.9
,Luther,https://www.imdb.com/title/tt1474684/?ref_=fn_tt_tt_1,,8.6
Richard Donner,Radio Flyer,https://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,1992,6.9
Taylor Hackford,"Blood In, Blood Out",https://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,1993,8
Bille August,Smilla's Sense of Snow,https://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,1997,6.4
Brian De Palma,Femme Fatale,https://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,2002,6.3
Moustapha Akkad,Lion of the Desert,https://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,1980,8.4
Jean-Paul Rappeneau,The Horseman on the Roof,https://www.imdb.com/title/tt0113362/?ref_=fn_tt_tt_1,1995,7.1
Ang Lee,Ride with the Devil,https://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,1999,6.8
Alejandro G. Iñárritu,Biutiful,https://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1,2010,7.5
Roland Joffé,The Lovers,https://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,2015,4.5
Joachim Rønning,Bandidas,https://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,2006,5.7
Tony Kaye,Black Water Transit,https://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,2009,7.2
Wes Ball,The Maze Runner,https://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,2014,6.8
Ken Scott,Unfinished Business,https://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,2015,5.4
Martin Scorsese,The Age of Innocence,https://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,1993,7.2
Darren Aronofsky,The Fountain,https://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,2006,7.3
Hugh Johnson,Chill Factor,https://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,1999,5.2
Simon West,Stolen,https://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,2012,5.5
Hayao Miyazaki,Ponyo,https://www.imdb.com/title/tt0876563/?ref_=fn_tt_tt_1,2008,7.7
George Tillman Jr.,The Longest Ride,https://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,2015,7.1
Rand Ravich,The Astronaut's Wife,https://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,1999,5.3
Hugh Hudson,I Dreamed of Africa,https://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1,2000,5.6
Gabriele Muccino,Playing for Keeps,https://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,2012,5.7
Justin Chadwick,Mandela: Long Walk to Freedom,https://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1,2013,7.1
Warren Beatty,Reds,https://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,1981,7.5
Rob Reiner,A Few Good Men,https://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,1992,7.6
Andrzej Bartkowiak,Exit Wounds,https://www.imdb.com/title/tt0242445/?ref_=fn_tt_tt_1,2001,5.5
Raja Gosnell,Big Momma's House,https://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,2000,5.1
Jeremy Degruson,Thunder and the House of Magic,https://www.imdb.com/title/tt3148834/?ref_=fn_tt_tt_1,2013,6.3
Chris Gorak,The Darkest Hour,https://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,2011,4.9
Scott Speer,Step Up Revolution,https://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,2012,6.5
David R. Ellis,Snakes on a Plane,https://www.imdb.com/title/tt0417148/?ref_=fn_tt_tt_1,2006,5.6
Joe Charbanic,The Watcher,https://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,2000,5.3
Jonathan Hensleigh,The Punisher,https://www.imdb.com/title/tt0330793/?ref_=fn_tt_tt_1,2004,6.5
Danny Cannon,Goal! The Dream Begins,https://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,2005,6.8
Boaz Yakin,Safe,https://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,2012,6.5
Mike Newell,Pushing Tin,https://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,1999,6
Richard Marquand,Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/?ref_=fn_tt_tt_1,1983,8.4
Neil Marshall,Doomsday,https://www.imdb.com/title/tt0483607/?ref_=fn_tt_tt_1,2008,6
Stephen Daldry,The Reader,https://www.imdb.com/title/tt0976051/?ref_=fn_tt_tt_1,2008,7.6
David Wain,Wanderlust,https://www.imdb.com/title/tt1655460/?ref_=fn_tt_tt_1,2012,5.6
Jon Favreau,Elf,https://www.imdb.com/title/tt0319343/?ref_=fn_tt_tt_1,2003,6.9
Jon Turteltaub,Phenomenon,https://www.imdb.com/title/tt0117333/?ref_=fn_tt_tt_1,1996,6.4
Brian Levant,Snow Dogs,https://www.imdb.com/title/tt0281373/?ref_=fn_tt_tt_1,2002,5.1
Richard Donner,Scrooged,https://www.imdb.com/title/tt0096061/?ref_=fn_tt_tt_1,1988,7
Jared Hess,Nacho Libre,https://www.imdb.com/title/tt0457510/?ref_=fn_tt_tt_1,2006,5.7
Paul Feig,Bridesmaids,https://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,2011,6.8
Evan Goldberg,This Is the End,https://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,2013,6.7
Rupert Wainwright,Stigmata,https://www.imdb.com/title/tt0145531/?ref_=fn_tt_tt_1,1999,6.2
George Tillman Jr.,Men of Honor,https://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1,2000,7.2
John Luessenhop,Takers,https://www.imdb.com/title/tt1135084/?ref_=fn_tt_tt_1,2010,6.2
Justin Zackham,The Big Wedding,https://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,2013,5.6
John Whitesell,"Big Mommas: Like Father, Like Son",https://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,2011,4.4
Duncan Jones,Source Code,https://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,2011,7.5
Frank Marshall,Alive,https://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,1993,7.1
Joel Schumacher,The Number 23,https://www.imdb.com/title/tt0481369/?ref_=fn_tt_tt_1,2007,6.4
Jean-Pierre Jeunet,The Young and Prodigious T.S. Spivet,https://www.imdb.com/title/tt1981107/?ref_=fn_tt_tt_1,2013,7.1
Steven Spielberg,1941,https://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,1979,5.9
John Gatins,Dreamer: Inspired by a True Story,https://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,2005,6.9
David Cronenberg,A History of Violence,https://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,2005,7.5
Louis Leterrier,Transporter 2,https://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1,2005,6.3
Sam Raimi,The Quick and the Dead,https://www.imdb.com/title/tt0114214/?ref_=fn_tt_tt_1,1995,6.4
Peter Howitt,Laws of Attraction,https://www.imdb.com/title/tt0323033/?ref_=fn_tt_tt_1,2004,5.9
Martin Scorsese,Bringing Out the Dead,https://www.imdb.com/title/tt0163988/?ref_=fn_tt_tt_1,1999,6.8
Miguel Sapochnik,Repo Men,https://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,2010,6.3
Hyung-rae Shim,Dragon Wars: D-War,https://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1,2007,3.6
Norman Jewison,Bogus,https://www.imdb.com/title/tt0115725/?ref_=fn_tt_tt_1,1996,5.3
Don Scardino,The Incredible Burt Wonderstone,https://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,2013,5.9
Mark Dindal,Cats Don't Dance,https://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,1997,6.9
Tim Robbins,Cradle Will Rock,https://www.imdb.com/title/tt0150216/?ref_=fn_tt_tt_1,1999,6.9
Steven Soderbergh,The Good German,https://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1,2006,6.1
Tom Reeve,George and the Dragon,https://www.imdb.com/title/tt0306892/?ref_=fn_tt_tt_1,2004,5.7
Francis Ford Coppola,Apocalypse Now,https://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,1979,8.5
Nanette Burstein,Going the Distance,https://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,2010,6.3
Stephen Herek,Mr. Holland's Opus,https://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,1995,7.3
Ariel Vromen,Criminal,https://www.imdb.com/title/tt3014866/?ref_=fn_tt_tt_1,2016,6.3
Sydney Pollack,Out of Africa,https://www.imdb.com/title/tt0089755/?ref_=fn_tt_tt_1,1985,7.2
Robert Zemeckis,Flight,https://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,2012,7.3
Lewis Gilbert,Moonraker,https://www.imdb.com/title/tt0079574/?ref_=fn_tt_tt_1,1979,6.3
Wes Anderson,The Grand Budapest Hotel,https://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,2014,8.1
Scott Hicks,Hearts in Atlantis,https://www.imdb.com/title/tt0252501/?ref_=fn_tt_tt_1,2001,6.9
Frank Marshall,Arachnophobia,https://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,1990,6.3
Gregory Hoblit,Frequency,https://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,2000,7.3
Paul Feig,Ghostbusters,https://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,2016,5.5
John Francis Daley,Vacation,https://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,2015,6.1
Barry Sonnenfeld,Get Shorty,https://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1,1995,6.9
Rob Marshall,Chicago,https://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1,2002,7.2
Dennis Dugan,Big Daddy,https://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,1999,6.4
J.B. Rogers,American Pie 2,https://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,2001,6.4
John Lasseter,Toy Story,https://www.imdb.com/title/tt0114709/?ref_=fn_tt_tt_1,1995,8.3
Jan de Bont,Speed,https://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1,1994,7.2
Michael Sucsy,The Vow,https://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,2012,6.8
Tom Vaughan,Extraordinary Measures,https://www.imdb.com/title/tt1244659/?ref_=fn_tt_tt_1,2010,6.5
Boaz Yakin,Remember the Titans,https://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,2000,7.8
John McTiernan,The Hunt for Red October,https://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1,1990,7.6
Lee Daniels,Lee Daniels' The Butler,https://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,2013,7.2
Rawson Marshall Thurber,Dodgeball: A True Underdog Story,https://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,2004,6.7
Barry Sonnenfeld,The Addams Family,https://www.imdb.com/title/tt0101272/?ref_=fn_tt_tt_1,1991,6.8
Steve Oedekerk,Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,1995,6.3
Garry Marshall,The Princess Diaries,https://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1,2001,6.2
Hugh Wilson,The First Wives Club,https://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,1996,6.2
David Fincher,Se7en,https://www.imdb.com/title/tt0114369/?ref_=fn_tt_tt_1,1995,8.6
Neill Blomkamp,District 9,https://www.imdb.com/title/tt1136608/?ref_=fn_tt_tt_1,2009,8
Stephen Hillenburg,The SpongeBob SquarePants Movie,https://www.imdb.com/title/tt0345950/?ref_=fn_tt_tt_1,2004,7
Clint Eastwood,Mystic River,https://www.imdb.com/title/tt0327056/?ref_=fn_tt_tt_1,2003,8
Clint Eastwood,Million Dollar Baby,https://www.imdb.com/title/tt0405159/?ref_=fn_tt_tt_1,2004,8.1
Harold Ramis,Analyze This,https://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,1999,6.7
Nick Cassavetes,The Notebook,https://www.imdb.com/title/tt0332280/?ref_=fn_tt_tt_1,2004,7.9
Anne Fletcher,27 Dresses,https://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1,2008,6.1
Peter Chelsom,Hannah Montana: The Movie,https://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,2009,4.2
Stig Bergqvist,Rugrats in Paris: The Movie,https://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1,2000,6.1
Barbra Streisand,The Prince of Tides,https://www.imdb.com/title/tt0102713/?ref_=fn_tt_tt_1,1991,6.6
Edward Zwick,Legends of the Fall,https://www.imdb.com/title/tt0110322/?ref_=fn_tt_tt_1,1994,7.5
Jason Reitman,Up in the Air,https://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1,2009,7.4
Alexander Payne,About Schmidt,https://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,2002,7.2
Jonathan Levine,Warm Bodies,https://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,2013,6.9
Rian Johnson,Looper,https://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,2012,7.4
Chris Weitz,Down to Earth,https://www.imdb.com/title/tt0231775/?ref_=fn_tt_tt_1,2001,5.4
Chris Noonan,Babe,https://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,1995,6.8
David Frankel,Hope Springs,https://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,2012,6.3
Nicholas Stoller,Forgetting Sarah Marshall,https://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,2008,7.2
,Friday Night Lights,https://www.imdb.com/title/tt0758745/?ref_=fn_tt_tt_1,,8.7
John Singleton,Four Brothers,https://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,2005,6.9
Michael McCullers,Baby Mama,https://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,2008,6
Forest Whitaker,Hope Floats,https://www.imdb.com/title/tt0119313/?ref_=fn_tt_tt_1,1998,5.9
Gary Winick,Bride Wars,https://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,2009,5.4
Steven Brill,Without a Paddle,https://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,2004,5.9
Gary Winick,13 Going on 30,https://www.imdb.com/title/tt0337563/?ref_=fn_tt_tt_1,2004,6.1
Woody Allen,Midnight in Paris,https://www.imdb.com/title/tt1605783/?ref_=fn_tt_tt_1,2011,7.7
Peter Lepeniotis,The Nut Job,https://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,2014,5.8
Ted Demme,Blow,https://www.imdb.com/title/tt0221027/?ref_=fn_tt_tt_1,2001,7.6
Luis Mandoki,Message in a Bottle,https://www.imdb.com/title/tt0139462/?ref_=fn_tt_tt_1,1999,6.1
William Shatner,Star Trek V: The Final Frontier,https://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,1989,5.4
John Schultz,Like Mike,https://www.imdb.com/title/tt0308506/?ref_=fn_tt_tt_1,2002,5.1
Peter Segal,Naked Gun 33 1/3: The Final Insult,https://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1,1994,6.4
John Glen,A View to a Kill,https://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,1985,6.3
Steve Box,The Curse of the Were-Rabbit,https://www.imdb.com/title/tt0312004/?ref_=fn_tt_tt_1,2005,7.5
Richard LaGravenese,P.S. I Love You,https://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,2007,7.1
Frederik Du Chau,Racing Stripes,https://www.imdb.com/title/tt0376105/?ref_=fn_tt_tt_1,2005,5.2
Joe Wright,Atonement,https://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,2007,7.8
Gary Winick,Letters to Juliet,https://www.imdb.com/title/tt0892318/?ref_=fn_tt_tt_1,2010,6.5
Ridley Scott,Black Rain,https://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,1989,6.6
Bobby Farrelly,The Three Stooges,https://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,2012,5.1
Tim Burton,Corpse Bride,https://www.imdb.com/title/tt0121164/?ref_=fn_tt_tt_1,2005,7.4
James Gartner,Glory Road,https://www.imdb.com/title/tt0385726/?ref_=fn_tt_tt_1,2006,7.2
Denis Villeneuve,Sicario,https://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,2015,7.6
Antoine Fuqua,Southpaw,https://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,2015,7.5
Sam Raimi,Drag Me to Hell,https://www.imdb.com/title/tt1127180/?ref_=fn_tt_tt_1,2009,6.6
Lee Toland Krieger,The Age of Adaline,https://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,2015,7.2
Tim McCanlies,Secondhand Lions,https://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1,2003,7.6
Jon M. Chu,Step Up 3D,https://www.imdb.com/title/tt1193631/?ref_=fn_tt_tt_1,2010,6.2
John Stockwell,Blue Crush,https://www.imdb.com/title/tt0300532/?ref_=fn_tt_tt_1,2002,5.6
Marc Forster,Stranger Than Fiction,https://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,2006,7.6
David Slade,30 Days of Night,https://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,2007,6.6
Drew Goddard,The Cabin in the Woods,https://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,2012,7
Jason Friedberg,Meet the Spartans,https://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1,2008,2.7
Martin Brest,Midnight Run,https://www.imdb.com/title/tt0095631/?ref_=fn_tt_tt_1,1988,7.6
Paul Michael Glaser,The Running Man,https://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1,1987,6.6
Frank Oz,Little Shop of Horrors,https://www.imdb.com/title/tt0091419/?ref_=fn_tt_tt_1,1986,6.9
Joe Wright,Hanna,https://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,2011,6.8
,The Family,https://www.imdb.com/title/tt4428038/?ref_=fn_tt_tt_1,,7.5
John R. Leonetti,Mortal Kombat: Annihilation,https://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1,1997,3.7
Tom Hanks,Larry Crowne,https://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,2011,6.1
Kimberly Peirce,Carrie,https://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,2013,5.9
Liz Friedlander,Take the Lead,https://www.imdb.com/title/tt0446046/?ref_=fn_tt_tt_1,2006,6.7
,Entourage,https://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,,8.5
Phil Joanou,Gridiron Gang,https://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,2006,6.9
Sam Weisman,What's the Worst That Could Happen?,https://www.imdb.com/title/tt0161083/?ref_=fn_tt_tt_1,2001,5.5
Shane Acker,9,https://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,2009,7.1
Steven Soderbergh,Side Effects,https://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,2013,7.1
Martha Coolidge,The Prince and Me,https://www.imdb.com/title/tt0337697/?ref_=fn_tt_tt_1,2004,5.9
Stephen J. Anderson,Winnie the Pooh,https://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,2011,7.3
Troy Miller,Dumb and Dumberer: When Harry Met Lloyd,https://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,2003,3.4
Warren Beatty,Bulworth,https://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1,1998,6.8
Tate Taylor,Get on Up,https://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,2014,6.9
Carl Franklin,One True Thing,https://www.imdb.com/title/tt0120776/?ref_=fn_tt_tt_1,1998,7
Brett Leonard,Virtuosity,https://www.imdb.com/title/tt0114857/?ref_=fn_tt_tt_1,1995,5.5
Ivan Reitman,My Super Ex-Girlfriend,https://www.imdb.com/title/tt0465624/?ref_=fn_tt_tt_1,2006,5.1
Scott Derrickson,Deliver Us from Evil,https://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,2014,6.2
Alister Grierson,Sanctum,https://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,2011,5.9
Nick Hurran,Little Black Book,https://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1,2004,5.2
Nicholas Stoller,The Five-Year Engagement,https://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,2012,6.2
Charles Stone III,Mr 3000,https://www.imdb.com/title/tt0339412/?ref_=fn_tt_tt_1,2004,5.5
Paul Haggis,The Next Three Days,https://www.imdb.com/title/tt1458175/?ref_=fn_tt_tt_1,2010,7.4
Kurt Wimmer,Ultraviolet,https://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1,2006,4.4
Jean-François Richet,Assault on Precinct 13,https://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,2005,6.3
Antoine Fuqua,The Replacement Killers,https://www.imdb.com/title/tt0120008/?ref_=fn_tt_tt_1,1998,6.1
Kevin Hooks,Fled,https://www.imdb.com/title/tt0116320/?ref_=fn_tt_tt_1,1996,5.3
Ellory Elkayem,Eight Legged Freaks,https://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,2002,5.4
Edward Zwick,Love & Other Drugs,https://www.imdb.com/title/tt0758752/?ref_=fn_tt_tt_1,2010,6.7
Jon Avnet,88 Minutes,https://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,2007,5.9
Niki Caro,North Country,https://www.imdb.com/title/tt0395972/?ref_=fn_tt_tt_1,2005,7.3
Howard Deutch,The Whole Ten Yards,https://www.imdb.com/title/tt0327247/?ref_=fn_tt_tt_1,2004,5.5
Vincenzo Natali,Splice,https://www.imdb.com/title/tt1017460/?ref_=fn_tt_tt_1,2009,5.8
Willard Huyck,Howard the Duck,https://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,1986,4.6
Gavin O'Connor,Pride and Glory,https://www.imdb.com/title/tt0482572/?ref_=fn_tt_tt_1,2008,6.7
Bruce Hunt,The Cave,https://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1,2005,5.1
Rob Reiner,Alex & Emma,https://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,2003,5.6
Paul McGuigan,Wicker Park,https://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,2004,7
Craig Gillespie,Fright Night,https://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,2011,6.4
Terrence Malick,The New World,https://www.imdb.com/title/tt0402399/?ref_=fn_tt_tt_1,2005,6.7
Chris Roberts,Wing Commander,https://www.imdb.com/title/tt0131646/?ref_=fn_tt_tt_1,1999,4.1
Neil Jordan,In Dreams,https://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,1999,5.5
James Wong,Dragonball: Evolution,https://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1,2009,2.7
Jee-woon Kim,The Last Stand,https://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,2013,6.4
Nick Hamm,Godsend,https://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,2004,4.8
Andy Cadiff,Chasing Liberty,https://www.imdb.com/title/tt0360139/?ref_=fn_tt_tt_1,2004,6.1
Mike Disa,Hoodwinked Too! Hood vs. Evil,https://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,2011,4.8
Lasse Hallström,An Unfinished Life,https://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,2005,7
Terry Gilliam,The Imaginarium of Doctor Parnassus,https://www.imdb.com/title/tt1054606/?ref_=fn_tt_tt_1,2009,6.8
Richard J. Lewis,Barney's Version,https://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1,2010,7.3
,Trapped,https://www.imdb.com/title/tt3561180/?ref_=fn_tt_tt_1,,8.2
Brad Furman,Runner Runner,https://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,2013,5.6
Peter Howitt,Antitrust,https://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,2001,6.1
Edward Zwick,Glory,https://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1,1989,7.9
Sergio Leone,Once Upon a Time in America,https://www.imdb.com/title/tt0087843/?ref_=fn_tt_tt_1,1984,8.4
Niels Arden Oplev,Dead Man Down,https://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,2013,6.5
Michael Radford,The Merchant of Venice,https://www.imdb.com/title/tt0379889/?ref_=fn_tt_tt_1,2004,7.1
Neil Jordan,The Good Thief,https://www.imdb.com/title/tt0281820/?ref_=fn_tt_tt_1,2002,6.6
Steve Boyum,Supercross,https://www.imdb.com/title/tt0403016/?ref_=fn_tt_tt_1,2005,4
Chris Noonan,Miss Potter,https://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1,2006,7
Kaige Chen,The Promise,https://www.imdb.com/title/tt0417976/?ref_=fn_tt_tt_1,2005,5.6
Corey Yuen,DOA: Dead or Alive,https://www.imdb.com/title/tt0398913/?ref_=fn_tt_tt_1,2006,4.8
Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford,https://www.imdb.com/title/tt0443680/?ref_=fn_tt_tt_1,2007,7.5
Li Zhang,1911,https://www.imdb.com/title/tt1772230/?ref_=fn_tt_tt_1,2011,6
Laurent Tirard,Little Nicholas,https://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,2009,7.2
Simon West,Wild Card,https://www.imdb.com/title/tt2231253/?ref_=fn_tt_tt_1,2015,5.6
Marc Forster,Machine Gun Preacher,https://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,2011,6.8
Reinhard Klooss,Animals United,https://www.imdb.com/title/tt1620449/?ref_=fn_tt_tt_1,2010,4.9
Bille August,The Color of Freedom,https://www.imdb.com/title/tt0438859/?ref_=fn_tt_tt_1,2007,7.1
Frédéric Auburtin,United Passions,https://www.imdb.com/title/tt2814362/?ref_=fn_tt_tt_1,2014,2
Olivier Dahan,Grace of Monaco,https://www.imdb.com/title/tt2095649/?ref_=fn_tt_tt_1,2014,5.7
Maksim Fadeev,A Warrior's Tail,https://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,2015,4.1
Liliana Cavani,Ripley's Game,https://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,2002,6.7
Greg Tiernan,Sausage Party,https://www.imdb.com/title/tt1700841/?ref_=fn_tt_tt_1,2016,7.5
Elizabeth Banks,Pitch Perfect 2,https://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,2015,6.5
James Mangold,Walk the Line,https://www.imdb.com/title/tt0358273/?ref_=fn_tt_tt_1,2005,7.9
,12 Monkeys,https://www.imdb.com/title/tt3148266/?ref_=fn_tt_tt_1,,7.6
Edward Norton,Keeping the Faith,https://www.imdb.com/title/tt0171433/?ref_=fn_tt_tt_1,2000,6.4
